id,location_x,location_y,land_use_category,dryland_category,country,many_trees,tree_count
SWA15061,68.70914161,32.37855673,otherland,Semiarid,Afghanistan,FALSE,0
SWA13864,68.65901562,35.18372587,grassland,Semiarid,Afghanistan,FALSE,0
SWA14422,70.80095858,34.60269554,grassland,Semiarid,Afghanistan,FALSE,0
SWA14928,68.06154612,32.73994897,grassland,Semiarid,Afghanistan,FALSE,0
SWA13353,62.38599016,34.57143417,otherland,Semiarid,Afghanistan,FALSE,0
SWA13871,69.80841003,35.39716558,otherland,Semiarid,Afghanistan,FALSE,0
SWA2287,65.6042945,32.4445829,grassland,Arid,Afghanistan,FALSE,0
SWA1810,63.32733475,32.82969066,grassland,Arid,Afghanistan,FALSE,0
SWA2042,65.42642807,32.86041305,otherland,Arid,Afghanistan,FALSE,0
SWA14853,68.28926905,33.0318116,cropland,Semiarid,Afghanistan,FALSE,0
SWA14167,69.32628421,34.82206413,grassland,Semiarid,Afghanistan,FALSE,0
SWA14580,70.11266941,34.11437135,forest,Semiarid,Afghanistan,TRUE,0
SWA13548,67.32905984,35.41306576,grassland,Semiarid,Afghanistan,FALSE,0
SWA15145,68.76681345,31.77515835,grassland,Semiarid,Afghanistan,FALSE,0
SWA15037,68.98106165,32.55507568,otherland,Semiarid,Afghanistan,FALSE,0
SWA13987,62.66168312,33.64086937,grassland,Semiarid,Afghanistan,FALSE,0
SWA759,63.59090045,35.93453778,grassland,Arid,Afghanistan,FALSE,0
SWA1548,64.22717717,33.65164915,grassland,Arid,Afghanistan,FALSE,0
SWA2455,64.96181941,31.99398795,otherland,Arid,Afghanistan,FALSE,0
SWA2543,65.4002871,31.94224499,grassland,Arid,Afghanistan,FALSE,0
SWA1943,60.81834016,31.88672911,grassland,Arid,Afghanistan,FALSE,0
SWA3215,66.18236038,31.05264337,settlement,Arid,Afghanistan,FALSE,0
SWA13612,64.30182717,34.64635366,grassland,Semiarid,Afghanistan,FALSE,0
SWA1545,63.64776381,33.51690186,grassland,Arid,Afghanistan,FALSE,0
SWA12792,61.51687012,35.23223489,otherland,Semiarid,Afghanistan,FALSE,0
SWA14896,68.96758692,33.04313038,otherland,Semiarid,Afghanistan,FALSE,0
SWA13173,62.11649557,34.75549897,otherland,Semiarid,Afghanistan,FALSE,0
SWA12474,67.48860064,37.15265331,otherland,Semiarid,Afghanistan,FALSE,0
SWA14672,68.11140262,33.48698796,grassland,Semiarid,Afghanistan,FALSE,0
SWA1966,65.17445063,32.95554464,grassland,Arid,Afghanistan,FALSE,0
SWA12963,68.82259883,36.55302785,grassland,Semiarid,Afghanistan,FALSE,0
SWA14338,67.0377362,34.00522604,otherland,Semiarid,Afghanistan,FALSE,0
SWA920,61.42443348,34.96489626,cropland,Arid,Afghanistan,FALSE,0
SWA14891,68.17527284,32.88601503,grassland,Semiarid,Afghanistan,FALSE,0
SWA12533,67.53684017,37.04027406,grassland,Semiarid,Afghanistan,FALSE,0
SWA14395,66.44619558,33.758369,otherland,Semiarid,Afghanistan,FALSE,0
SWA762,64.1907954,36.06874608,grassland,Arid,Afghanistan,FALSE,0
SWA13836,63.66069955,34.12757659,otherland,Semiarid,Afghanistan,FALSE,0
SWA13839,64.61605785,34.34613669,otherland,Semiarid,Afghanistan,FALSE,0
SWA14227,68.39544992,34.52265565,grassland,Semiarid,Afghanistan,FALSE,0
SWA13992,65.03646941,34.19252478,otherland,Semiarid,Afghanistan,FALSE,0
SWA2192,63.64291291,32.1408625,otherland,Arid,Afghanistan,FALSE,0
SWA14730,69.43435154,33.62227424,grassland,Semiarid,Afghanistan,FALSE,0
SWA13174,62.27603637,34.7940367,otherland,Semiarid,Afghanistan,FALSE,0
SWA3715,65.3501611,30.09728506,grassland,Arid,Afghanistan,FALSE,0
SWA12208,65.89588764,37.44748038,otherland,Semiarid,Afghanistan,FALSE,0
SWA13448,64.19807175,34.87030366,otherland,Semiarid,Afghanistan,FALSE,0
SWA12466,66.15002103,36.88774013,settlement,Semiarid,Afghanistan,FALSE,0
SWA2893,62.09763095,30.52200853,otherland,Arid,Afghanistan,FALSE,0
SWA2103,62.07310695,31.90478525,grassland,Arid,Afghanistan,FALSE,0
SWA1742,63.83775749,33.10403615,grassland,Arid,Afghanistan,FALSE,0
SWA13192,65.99021074,35.62946991,otherland,Semiarid,Afghanistan,FALSE,0
SWA2527,62.39623095,31.21676557,grassland,Arid,Afghanistan,FALSE,0
SWA2988,61.24656705,30.14067369,otherland,Arid,Afghanistan,FALSE,0
SWA14713,66.7291649,33.07870366,otherland,Semiarid,Afghanistan,FALSE,0
SWA12349,66.04896056,37.11195962,grassland,Semiarid,Afghanistan,FALSE,0
SWA13455,65.32725406,35.11985565,grassland,Semiarid,Afghanistan,FALSE,0
SWA2907,64.69555876,31.16798705,otherland,Arid,Afghanistan,FALSE,0
SWA14294,69.5758362,34.6247941,otherland,Semiarid,Afghanistan,FALSE,0
SWA12668,68.63880353,37.00470078,otherland,Semiarid,Afghanistan,FALSE,0
SWA3607,63.63482807,29.83398885,otherland,Arid,Afghanistan,FALSE,0
SWA3017,66.63484179,31.45742424,otherland,Arid,Afghanistan,FALSE,0
SWA14856,68.76546598,33.12613471,cropland,Semiarid,Afghanistan,FALSE,0
SWA2991,61.79471904,30.28754824,otherland,Arid,Afghanistan,FALSE,0
SWA1035,63.52271832,35.16081883,otherland,Arid,Afghanistan,FALSE,0
SWA3896,64.18028511,29.50736142,grassland,Arid,Afghanistan,TRUE,0
SWA2808,64.26113348,31.21757405,otherland,Arid,Afghanistan,FALSE,0
SWA13859,67.84271652,35.02580204,grassland,Semiarid,Afghanistan,FALSE,0
SWA12532,67.36921454,37.00793471,otherland,Semiarid,Afghanistan,FALSE,0
SWA13117,68.24830587,36.2021459,grassland,Semiarid,Afghanistan,FALSE,0
SWA1536,61.92326796,33.09702929,otherland,Arid,Afghanistan,FALSE,0
SWA14627,69.18803349,33.81981377,grassland,Semiarid,Afghanistan,FALSE,0
SWA3217,66.55830533,31.13645618,cropland,Arid,Afghanistan,FALSE,4
SWA2121,65.48598637,32.72189283,otherland,Arid,Afghanistan,FALSE,0
SWA758,63.19204846,35.84344861,otherland,Arid,Afghanistan,FALSE,0
SWA13264,62.49028456,34.72100366,otherland,Semiarid,Afghanistan,FALSE,0
SWA1681,65.31916923,33.59505529,grassland,Arid,Afghanistan,FALSE,0
SWA13483,69.92294522,36.02454897,otherland,Semiarid,Afghanistan,FALSE,0
SWA14022,69.8943788,35.16971215,forest,Semiarid,Afghanistan,TRUE,0
SWA2273,62.95219828,31.81854698,otherland,Arid,Afghanistan,FALSE,0
SWA14927,67.90389179,32.70787911,grassland,Semiarid,Afghanistan,FALSE,0
SWA13844,65.41672627,34.52292514,otherland,Semiarid,Afghanistan,FALSE,0
SWA12467,66.31683818,36.92169645,otherland,Semiarid,Afghanistan,FALSE,0
SWA15100,69.10880208,32.21200907,otherland,Semiarid,Afghanistan,FALSE,0
SWA14398,66.92481796,33.85889048,grassland,Semiarid,Afghanistan,FALSE,0
SWA1247,61.71117572,33.96426287,otherland,Arid,Afghanistan,FALSE,0
SWA13697,65.80048655,34.85197803,grassland,Semiarid,Afghanistan,FALSE,0
SWA14636,70.63980082,34.08796088,grassland,Semiarid,Afghanistan,FALSE,0
SWA13100,65.45014359,35.63836323,otherland,Semiarid,Afghanistan,FALSE,0
SWA13101,65.61345731,35.67312803,otherland,Semiarid,Afghanistan,FALSE,0
SWA1971,66.13816327,33.16871485,otherland,Arid,Afghanistan,FALSE,0
SWA2524,61.83972464,31.07312496,grassland,Arid,Afghanistan,FALSE,0
SWA13936,68.70402122,35.07053814,otherland,Semiarid,Afghanistan,FALSE,0
SWA1673,63.77469576,33.24174788,grassland,Arid,Afghanistan,FALSE,0
SWA13261,62.01300965,34.60539049,grassland,Semiarid,Afghanistan,FALSE,0
SWA3223,67.69126056,31.38115727,otherland,Arid,Afghanistan,FALSE,0
SWA13625,66.39903403,35.10099103,otherland,Semiarid,Afghanistan,FALSE,0
SWA14098,69.77337573,35.02607153,otherland,Semiarid,Afghanistan,FALSE,0
SWA15076,68.12514685,32.13762857,otherland,Semiarid,Afghanistan,FALSE,0
SWA14574,69.14464486,33.93380998,grassland,Semiarid,Afghanistan,FALSE,0
SWA14287,68.44018602,34.40919843,grassland,Semiarid,Afghanistan,FALSE,0
SWA14852,68.13080623,32.99974175,cropland,Semiarid,Afghanistan,FALSE,0
SWA12861,61.2541129,35.0427802,otherland,Semiarid,Afghanistan,FALSE,0
SWA13633,67.70338782,35.36482623,otherland,Semiarid,Afghanistan,FALSE,0
SWA2826,67.66431111,31.98105221,otherland,Arid,Afghanistan,FALSE,0
SWA1600,61.98983312,32.96012604,otherland,Arid,Afghanistan,FALSE,0
SWA717,65.53799883,36.50936973,otherland,Arid,Afghanistan,FALSE,0
SWA1663,61.8664046,32.77552225,grassland,Arid,Afghanistan,FALSE,0
SWA2463,66.4850028,32.3351681,grassland,Arid,Afghanistan,FALSE,0
SWA14478,70.84192176,34.48842984,otherland,Semiarid,Afghanistan,FALSE,0
SWA13213,69.45833656,36.30482334,otherland,Semiarid,Afghanistan,FALSE,0
SWA12528,66.70032897,36.87642136,grassland,Semiarid,Afghanistan,FALSE,0
SWA13939,69.19477086,35.16297478,grassland,Semiarid,Afghanistan,FALSE,0
SWA13283,65.87675352,35.48286486,grassland,Semiarid,Afghanistan,FALSE,0
SWA1535,61.73300478,33.04905926,otherland,Arid,Afghanistan,FALSE,0
SWA3500,62.47734882,29.69196521,otherland,Arid,Afghanistan,FALSE,0
SWA12472,67.15281038,37.08770511,grassland,Semiarid,Afghanistan,FALSE,0
SWA13641,69.01744342,35.61653417,grassland,Semiarid,Afghanistan,FALSE,0
SWA14074,65.88537735,34.25450854,grassland,Semiarid,Afghanistan,FALSE,0
SWA13559,69.1379075,35.76071377,otherland,Semiarid,Afghanistan,FALSE,0
SWA2442,62.518312,31.40217785,otherland,Arid,Afghanistan,FALSE,0
SWA14715,67.04528204,33.14553832,otherland,Semiarid,Afghanistan,FALSE,0
SWA13194,66.31764666,35.69765204,grassland,Semiarid,Afghanistan,FALSE,0
SWA13627,66.72431399,35.16809518,grassland,Semiarid,Afghanistan,FALSE,0
SWA12821,69.73941941,36.96104266,otherland,Semiarid,Afghanistan,FALSE,0
SWA14663,66.68254233,33.19216088,otherland,Semiarid,Afghanistan,FALSE,0
SWA3617,65.47763204,30.28027189,grassland,Arid,Afghanistan,FALSE,0
SWA14147,66.09423565,34.17608561,grassland,Semiarid,Afghanistan,FALSE,0
SWA13021,65.89049775,35.85422839,grassland,Semiarid,Afghanistan,FALSE,0
SWA1799,61.24495009,32.30794915,otherland,Arid,Afghanistan,FALSE,0
SWA13621,65.75089955,34.96462677,grassland,Semiarid,Afghanistan,FALSE,0
SWA12956,67.65649576,36.33231179,otherland,Semiarid,Afghanistan,FALSE,0
SWA2116,64.53008908,32.50387171,grassland,Arid,Afghanistan,FALSE,0
SWA13014,64.74703222,35.60979681,grassland,Semiarid,Afghanistan,FALSE,0
SWA3988,65.33803385,29.63429337,otherland,Arid,Afghanistan,FALSE,0
SWA3308,64.74649323,30.56728362,grassland,Arid,Afghanistan,FALSE,0
SWA1739,63.26373402,32.9674024,grassland,Arid,Afghanistan,FALSE,0
SWA12735,67.84756742,36.7346672,otherland,Semiarid,Afghanistan,FALSE,0
SWA14405,68.04645443,34.0871524,grassland,Semiarid,Afghanistan,FALSE,0
SWA14075,66.04572663,34.28873435,grassland,Semiarid,Afghanistan,FALSE,0
SWA867,62.13967211,35.29206269,grassland,Arid,Afghanistan,FALSE,0
SWA12803,66.73078186,36.39375655,grassland,Semiarid,Afghanistan,FALSE,0
SWA2361,63.39093547,31.77327189,grassland,Arid,Afghanistan,FALSE,0
SWA2178,61.01992211,31.47601936,wetland,Arid,Afghanistan,FALSE,0
SWA14524,69.585538,34.13889536,forest,Semiarid,Afghanistan,FALSE,20
SWA1602,62.37062897,33.05525763,grassland,Arid,Afghanistan,FALSE,0
SWA1540,62.68728511,33.28621449,grassland,Arid,Afghanistan,FALSE,0
SWA13087,61.90170839,34.82772352,grassland,Semiarid,Afghanistan,FALSE,0
SWA3298,62.90099431,30.11129878,otherland,Arid,Afghanistan,FALSE,0
SWA3620,66.03494684,30.4090903,otherland,Arid,Afghanistan,FALSE,0
SWA1074,61.04983601,34.41162388,otherland,Arid,Afghanistan,FALSE,0
SWA1944,61.00483041,31.93604662,otherland,Arid,Afghanistan,FALSE,0
SWA3086,60.94796705,29.90405745,otherland,Arid,Afghanistan,FALSE,0
SWA13199,67.13852717,35.86419969,grassland,Semiarid,Afghanistan,FALSE,0
SWA14889,67.85942519,32.82160583,cropland,Semiarid,Afghanistan,FALSE,3
SWA12414,66.93613674,37.16720601,otherland,Semiarid,Afghanistan,FALSE,0
SWA12960,68.32187789,36.45951323,grassland,Semiarid,Afghanistan,FALSE,0
SWA14335,66.55803583,33.90497406,grassland,Semiarid,Afghanistan,FALSE,0
SWA2201,65.35393403,32.54025348,grassland,Arid,Afghanistan,FALSE,0
SWA14678,69.07080335,33.67509518,otherland,Semiarid,Afghanistan,FALSE,10
SWA2725,66.4653297,31.87594933,grassland,Arid,Afghanistan,FALSE,0
SWA12872,65.95463746,36.1129432,grassland,Semiarid,Afghanistan,FALSE,0
SWA14410,68.85251273,34.24453724,otherland,Semiarid,Afghanistan,FALSE,0
SWA6497,70.78155497,36.6007284,otherland,Dry subhumid,Afghanistan,FALSE,0
SWA15098,68.79484089,32.14975583,grassland,Semiarid,Afghanistan,FALSE,0
SWA13396,69.71300894,36.10809229,grassland,Semiarid,Afghanistan,FALSE,0
SWA2922,67.52821634,31.80102983,otherland,Arid,Afghanistan,FALSE,0
SWA14173,70.307514,35.00100854,grassland,Semiarid,Afghanistan,FALSE,0
SWA13393,69.21444396,36.01781161,grassland,Semiarid,Afghanistan,FALSE,0
SWA13360,63.5035842,34.83553886,cropland,Semiarid,Afghanistan,FALSE,0
SWA2027,62.57194142,32.18452063,otherland,Arid,Afghanistan,FALSE,0
SWA1669,63.00825316,33.05849157,otherland,Arid,Afghanistan,FALSE,0
SWA2045,66.00368547,32.98815348,otherland,Arid,Afghanistan,FALSE,0
SWA2994,62.34529648,30.43172784,otherland,Arid,Afghanistan,FALSE,0
SWA12671,69.14410587,37.09686793,cropland,Semiarid,Afghanistan,FALSE,0
SWA3095,62.59215352,30.34090817,otherland,Arid,Afghanistan,FALSE,0
SWA1606,63.13518511,33.24201738,grassland,Arid,Afghanistan,FALSE,0
SWA2795,61.84942644,30.61175023,grassland,Arid,Afghanistan,FALSE,0
SWA12943,65.51239684,35.89734753,settlement,Semiarid,Afghanistan,FALSE,0
SWA3093,62.22510189,30.24577658,otherland,Arid,Afghanistan,FALSE,0
SWA14844,66.86876309,32.738332,otherland,Semiarid,Afghanistan,FALSE,0
SWA13129,70.25092014,36.56677208,otherland,Semiarid,Afghanistan,FALSE,0
SWA14351,69.13197862,34.41970872,grassland,Semiarid,Afghanistan,FALSE,0
SWA12669,68.80696815,37.03569266,otherland,Semiarid,Afghanistan,FALSE,0
SWA13478,69.09344089,35.8739015,grassland,Semiarid,Afghanistan,FALSE,0
SWA14805,66.82241002,32.85178922,otherland,Semiarid,Afghanistan,FALSE,0
SWA6493,70.86536779,36.85647876,grassland,Dry subhumid,Afghanistan,FALSE,0
SWA2537,64.26679287,31.6784098,settlement,Arid,Afghanistan,FALSE,3
SWA14418,70.14905118,34.48627388,grassland,Semiarid,Afghanistan,FALSE,4
SWA2552,67.11588963,32.31926792,grassland,Arid,Afghanistan,FALSE,0
SWA14888,67.70150136,32.78926648,otherland,Semiarid,Afghanistan,FALSE,5
SWA2624,64.70391309,31.6285533,grassland,Arid,Afghanistan,FALSE,0
SWA12463,65.65091706,36.78533219,otherland,Semiarid,Afghanistan,FALSE,0
SWA14283,67.79447699,34.28172749,otherland,Semiarid,Afghanistan,FALSE,0
SWA13634,67.86697103,35.39716558,otherland,Semiarid,Afghanistan,FALSE,0
SWA2915,66.20014702,31.51320961,grassland,Arid,Afghanistan,FALSE,0
SWA14613,66.95257591,33.37245276,grassland,Semiarid,Afghanistan,FALSE,0
SWA12470,66.81782861,37.02167894,otherland,Semiarid,Afghanistan,FALSE,0
SWA13099,65.28709937,35.60359843,otherland,Semiarid,Afghanistan,FALSE,0
SWA3812,65.40756345,29.95741737,grassland,Arid,Afghanistan,FALSE,0
SWA13557,68.80777663,35.69926901,grassland,Semiarid,Afghanistan,FALSE,0
SWA13631,67.37622139,35.30014753,otherland,Semiarid,Afghanistan,FALSE,8
SWA13830,62.71153962,33.90227911,otherland,Semiarid,Afghanistan,FALSE,0
SWA13436,60.54776759,33.98690041,grassland,Semiarid,Afghanistan,FALSE,0
SWA3611,64.36920081,30.0158977,otherland,Arid,Afghanistan,FALSE,0
SWA12890,68.94414089,36.69666847,cropland,Semiarid,Afghanistan,FALSE,0
SWA2466,67.06010425,32.45886611,grassland,Arid,Afghanistan,FALSE,0
SWA1385,62.29759594,33.65003218,grassland,Arid,Afghanistan,FALSE,0
SWA2271,62.57706182,31.72476286,grassland,Arid,Afghanistan,FALSE,0
SWA1749,65.1860389,33.41368543,grassland,Arid,Afghanistan,FALSE,0
SWA2282,64.65190063,32.22710077,grassland,Arid,Afghanistan,FALSE,0
SWA2373,65.66304432,32.30579319,otherland,Arid,Afghanistan,FALSE,0
SWA3991,65.88995876,29.76365077,otherland,Arid,Afghanistan,FALSE,0
SWA12865,64.47996309,35.79763453,grassland,Semiarid,Afghanistan,FALSE,0
SWA980,62.47195893,35.06676522,grassland,Arid,Afghanistan,FALSE,0
SWA12295,65.49676616,37.12085294,grassland,Semiarid,Afghanistan,FALSE,0
SWA14362,70.92330913,34.74552767,forest,Semiarid,Afghanistan,TRUE,0
SWA12248,65.27793655,37.1979284,otherland,Semiarid,Afghanistan,FALSE,0
SWA12469,66.65074197,36.9885311,otherland,Semiarid,Afghanistan,FALSE,0
SWA13608,63.66231652,34.5002876,grassland,Semiarid,Afghanistan,FALSE,0
SWA2802,63.14300045,30.94349806,otherland,Arid,Afghanistan,FALSE,0
SWA1384,62.1054463,33.60260113,otherland,Arid,Afghanistan,FALSE,0
SWA13351,60.96198077,34.21866576,otherland,Semiarid,Afghanistan,FALSE,0
SWA12889,68.77678475,36.66594608,grassland,Semiarid,Afghanistan,FALSE,0
SWA670,65.67813601,36.68885312,cropland,Arid,Afghanistan,FALSE,0
SWA1290,61.39478908,33.73141955,grassland,Arid,Afghanistan,FALSE,0
SWA2378,66.6194806,32.51599897,grassland,Arid,Afghanistan,FALSE,0
SWA3813,65.59216724,30.000806,grassland,Arid,Afghanistan,FALSE,0
SWA1818,64.86075894,33.18865745,grassland,Arid,Afghanistan,FALSE,0
SWA14090,68.46767446,34.78110096,grassland,Semiarid,Afghanistan,FALSE,0
SWA874,65.72475858,36.09731251,grassland,Arid,Afghanistan,FALSE,0
SWA2623,64.51553637,31.58435619,grassland,Arid,Afghanistan,FALSE,0
SWA2377,66.42786995,32.4744968,otherland,Arid,Afghanistan,FALSE,0
SWA13477,68.92797122,35.84317912,grassland,Semiarid,Afghanistan,FALSE,0
SWA12812,68.22890226,36.68534969,grassland,Semiarid,Afghanistan,FALSE,0
SWA1438,64.29562879,33.97153922,grassland,Arid,Afghanistan,FALSE,0
SWA2448,63.64102644,31.68083525,otherland,Arid,Afghanistan,FALSE,0
SWA1118,61.70012644,34.42105619,otherland,Arid,Afghanistan,FALSE,0
SWA3305,64.19025641,30.43334481,otherland,Arid,Afghanistan,FALSE,0
SWA2181,61.57804539,31.62289391,otherland,Arid,Afghanistan,FALSE,0
SWA2206,66.31279576,32.75234572,grassland,Arid,Afghanistan,FALSE,0
SWA1480,62.42991778,33.37649518,otherland,Arid,Afghanistan,FALSE,0
SWA12663,67.80013638,36.84731594,otherland,Semiarid,Afghanistan,FALSE,0
SWA14629,69.50954053,33.88071955,otherland,Semiarid,Afghanistan,FALSE,0
SWA14399,67.08462825,33.89203832,grassland,Semiarid,Afghanistan,FALSE,0
SWA12603,69.77526219,37.33025024,cropland,Semiarid,Afghanistan,FALSE,0
SWA13874,70.30293259,35.4855598,forest,Semiarid,Afghanistan,TRUE,0
SWA12670,68.97540226,37.06641504,otherland,Semiarid,Afghanistan,FALSE,0
SWA12531,67.2015889,36.97532587,otherland,Semiarid,Afghanistan,FALSE,0
SWA14210,65.6638528,33.95995095,grassland,Semiarid,Afghanistan,FALSE,0
SWA14217,66.78333331,34.19818417,grassland,Semiarid,Afghanistan,FALSE,0
SWA12972,70.33257699,36.82279193,grassland,Semiarid,Afghanistan,FALSE,0
SWA13121,68.91341851,36.3269219,grassland,Semiarid,Afghanistan,FALSE,0
SWA1949,61.94186308,32.17940023,grassland,Arid,Afghanistan,FALSE,0
SWA13687,63.87440875,34.42509861,otherland,Semiarid,Afghanistan,FALSE,0
SWA1031,62.73552464,34.97702352,forest,Arid,Afghanistan,TRUE,0
SWA12584,65.91852518,36.595608,grassland,Semiarid,Afghanistan,FALSE,0
SWA13202,67.63304973,35.96175673,grassland,Semiarid,Afghanistan,FALSE,0
SWA13203,67.79824991,35.99382659,grassland,Semiarid,Afghanistan,FALSE,0
SWA2704,62.52370189,30.94107261,grassland,Arid,Afghanistan,FALSE,0
SWA2186,62.51292211,31.8624746,otherland,Arid,Afghanistan,FALSE,0
SWA761,63.99056092,36.02427948,otherland,Arid,Afghanistan,FALSE,0
SWA1248,61.90386435,34.0122329,settlement,Arid,Afghanistan,TRUE,0
SWA13048,70.37569613,36.70933471,grassland,Semiarid,Afghanistan,FALSE,0
SWA13304,69.33598602,36.16145222,grassland,Semiarid,Afghanistan,FALSE,0
SWA2441,62.33209124,31.3547468,otherland,Arid,Afghanistan,FALSE,0
SWA13385,67.89176454,35.76799013,grassland,Semiarid,Afghanistan,FALSE,0
SWA2290,66.17858746,32.57178435,otherland,Arid,Afghanistan,FALSE,0
SWA13684,63.39659485,34.31406684,grassland,Semiarid,Afghanistan,FALSE,0
SWA3720,66.27722248,30.31126376,grassland,Arid,Afghanistan,FALSE,0
SWA14099,69.93722844,35.05598543,forest,Semiarid,Afghanistan,TRUE,0
SWA1287,60.82049611,33.58481449,otherland,Arid,Afghanistan,FALSE,0
SWA1337,61.65458186,33.64356431,otherland,Arid,Afghanistan,FALSE,0
SWA1475,61.47536796,33.13745348,otherland,Arid,Afghanistan,FALSE,0
SWA13905,62.76543854,33.79070835,grassland,Semiarid,Afghanistan,FALSE,0
SWA811,63.25861363,35.70708435,cropland,Arid,Afghanistan,FALSE,0
SWA810,61.87421994,35.38045691,otherland,Arid,Afghanistan,FALSE,0
SWA2710,63.63940948,31.220269,otherland,Arid,Afghanistan,FALSE,0
SWA13016,65.07285117,35.68040439,cropland,Semiarid,Afghanistan,FALSE,0
SWA13906,62.92282337,33.82870709,otherland,Semiarid,Afghanistan,FALSE,0
SWA1806,62.56655153,32.6437394,cropland,Arid,Afghanistan,FALSE,0
SWA14504,66.38232536,33.49803724,otherland,Semiarid,Afghanistan,FALSE,0
SWA15077,68.2817232,32.16942893,grassland,Semiarid,Afghanistan,FALSE,0
SWA1297,64.30182717,34.42806305,otherland,Arid,Afghanistan,FALSE,0
SWA14732,69.75531959,33.68264103,forest,Semiarid,Afghanistan,TRUE,0
SWA12253,66.11498674,37.36959645,otherland,Semiarid,Afghanistan,FALSE,0
SWA1336,61.46297121,33.59505529,grassland,Arid,Afghanistan,FALSE,0
SWA12745,69.52651869,37.04431648,wetland,Semiarid,Afghanistan,FALSE,0
SWA3204,64.13015912,30.57240402,otherland,Arid,Afghanistan,FALSE,0
SWA3293,61.98686868,29.87306557,otherland,Arid,Afghanistan,FALSE,0
SWA2372,65.47251164,32.26294355,otherland,Arid,Afghanistan,FALSE,2
SWA14765,67.40775226,33.09783778,otherland,Semiarid,Afghanistan,FALSE,0
SWA14281,67.47270046,34.21704879,grassland,Semiarid,Afghanistan,FALSE,0
SWA1820,65.24640569,33.27543471,grassland,Arid,Afghanistan,FALSE,0
SWA2712,64.01319847,31.31135817,otherland,Arid,Afghanistan,FALSE,0
SWA13696,65.6390593,34.81748272,otherland,Semiarid,Afghanistan,FALSE,0
SWA13024,66.38313385,35.95609735,cropland,Semiarid,Afghanistan,FALSE,0
SWA983,63.06215207,35.20609392,otherland,Arid,Afghanistan,FALSE,0
SWA14559,66.74695154,33.45222316,otherland,Semiarid,Afghanistan,FALSE,0
SWA13713,68.40488223,35.37910944,grassland,Semiarid,Afghanistan,FALSE,0
SWA1533,61.35301741,32.9523107,grassland,Arid,Afghanistan,FALSE,0
SWA13381,67.23419775,35.63863273,grassland,Semiarid,Afghanistan,FALSE,0
SWA15080,68.75199125,32.26429102,otherland,Semiarid,Afghanistan,FALSE,0
SWA763,64.39156886,36.1129432,otherland,Arid,Afghanistan,FALSE,0
SWA14290,68.92608475,34.50271305,grassland,Semiarid,Afghanistan,FALSE,0
SWA2037,64.46891381,32.64185294,grassland,Arid,Afghanistan,FALSE,0
SWA2040,65.04266778,32.77390528,grassland,Arid,Afghanistan,FALSE,0
SWA1954,62.88536363,32.41574698,otherland,Arid,Afghanistan,FALSE,0
SWA14528,70.232864,34.25801197,otherland,Semiarid,Afghanistan,FALSE,10
SWA13556,68.64284595,35.66800764,grassland,Semiarid,Afghanistan,TRUE,0
SWA14966,68.4213214,32.68955348,grassland,Semiarid,Afghanistan,FALSE,0
SWA14091,68.63044919,34.81236233,grassland,Semiarid,Afghanistan,FALSE,0
SWA13090,62.38060027,34.94360619,cropland,Semiarid,Afghanistan,FALSE,0
SWA14168,69.48959793,34.85224753,grassland,Semiarid,Afghanistan,FALSE,5
SWA13270,63.45022428,34.94710962,grassland,Semiarid,Afghanistan,FALSE,0
SWA13930,67.72629486,34.88027496,otherland,Semiarid,Afghanistan,FALSE,0
SWA12664,67.96749251,36.8791163,otherland,Semiarid,Afghanistan,FALSE,0
SWA14089,68.30516923,34.74957009,grassland,Semiarid,Afghanistan,FALSE,0
SWA14302,70.88234595,34.85952388,forest,Semiarid,Afghanistan,TRUE,0
SWA3895,63.99783727,29.46208633,otherland,Arid,Afghanistan,FALSE,0
SWA1808,62.9465389,32.73725402,grassland,Arid,Afghanistan,FALSE,1
SWA553,65.08120551,37.01467208,cropland,Arid,Afghanistan,FALSE,0
SWA14240,70.51340786,34.91611774,forest,Semiarid,Afghanistan,FALSE,12
SWA2179,61.20560388,31.52533687,otherland,Arid,Afghanistan,FALSE,0
SWA1800,61.43305731,32.35672767,grassland,Arid,Afghanistan,FALSE,0
SWA13195,66.48149937,35.73133886,grassland,Semiarid,Afghanistan,FALSE,0
SWA2123,65.87001616,32.80705312,grassland,Arid,Afghanistan,FALSE,1
SWA13835,63.50223673,34.09038633,otherland,Semiarid,Afghanistan,FALSE,0
SWA1435,63.71352049,33.83679193,otherland,Arid,Afghanistan,FALSE,8
SWA6479,70.52526562,37.28174121,cropland,Dry subhumid,Afghanistan,FALSE,10
SWA14766,67.56594558,33.13071612,grassland,Semiarid,Afghanistan,FALSE,0
SWA2905,64.32150027,31.07878434,grassland,Arid,Afghanistan,FALSE,0
SWA13103,65.94062374,35.74184915,otherland,Semiarid,Afghanistan,FALSE,0
SWA3119,67.06872807,31.40002189,otherland,Arid,Afghanistan,FALSE,0
SWA14626,69.02741472,33.78909139,grassland,Semiarid,Afghanistan,FALSE,0
SWA13776,66.33435533,34.84200673,grassland,Semiarid,Afghanistan,FALSE,0
SWA12207,65.72799251,37.41325457,otherland,Semiarid,Afghanistan,FALSE,0
SWA3216,66.37019811,31.09468452,cropland,Arid,Afghanistan,FALSE,0
SWA3409,64.43495749,30.33902171,grassland,Arid,Afghanistan,FALSE,0
SWA1618,65.45310803,33.77615565,grassland,Arid,Afghanistan,FALSE,0
